clasificacion,tipo_de_muestra,subtipo_de_muestra,analisis,naturaleza,unidades,cantidad_de_toma,tecnica,limite_maximo_permisible,NOM,UNIDADES g O mL,Unidad,nom_Nombre,descripcion,,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Ahumados,Parásitos no encapsulados > 10 mm de longitud,NORMATIVO,/kg,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,1/kg de unidad de muestra,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.3 Ahumados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Ahumados,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.3 Ahumados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Ahumados,Vibrio cholerae O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.3 Ahumados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Esterilizados comercialmente,Enterotoxinas estafilococcicas,,AUSENTE/ PRESENTE,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Ausente en todo el contenido del envase,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.1 Esterilizados comercialmente.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Esterilizados comercialmente,Mesófilos aerobios esporulados,,Negativo/ Positivo,300,,Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.1 Esterilizados comercialmente.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Esterilizados comercialmente,Mesófilos anaerobios esporulados,,Negativo/ Positivo,300,,Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.1 Esterilizados comercialmente.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Esterilizados comercialmente,Termófilos aerobios esporulados,,Negativo/ Positivo,300,,Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.1 Esterilizados comercialmente.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Esterilizados comercialmente,Termófilos anaerobios esporulados,,Negativo/ Positivo,300,,Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.1 Esterilizados comercialmente.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Esterilizados comercialmente,Toxina botulínica,,AUSENTE/ PRESENTE,300,,Ausente en todo el contenido del envase,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.1 Esterilizados comercialmente.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Clostridium botulinum,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.20. Determinación de Clostridium botulinum.,AUSENTE,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Enterotoxinas estafilococcicas,,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Escherichia coli,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice J Normativo. Método para la enumeración de E. coli -glucuronidasa,< 10 UFC/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Vibrio cholerae no O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae no O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Vibrio cholerae O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de la pesca procesados,Pasteurizados,Vibrio parahaemolyticus,NORMATIVO,Negativo/ Positivo,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.2.2 Pasteurizados.",,,,,,,,,,,,,,,
COCIDO,Productos de panificación,"Pan blanco, pan de harinas integrales y productos de bollería",Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,< 10 UFC/g,NOM-247-SSA1-2008,,g,"Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba.","NOM-247-SSA1-2008. Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba. 5.2.4 Productos de panificación. ii.1) Pan blanco, pan de harinas integrales y productos de bollería.",,,,,,,,,,,,,,,
COCIDO,Productos de panificación,"Pan blanco, pan de harinas integrales y productos de bollería",Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,1 000 UFC/g,NOM-247-SSA1-2008,,g,"Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba.","NOM-247-SSA1-2008. Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba. 5.2.4 Productos de panificación. ii.1) Pan blanco, pan de harinas integrales y productos de bollería.",,,,,,,,,,,,,,,
CRUDO,Alimentos,Aguas preparadas,Coliformes fecales,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,AUSENTE,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.9 Aguas preparadas.",,,,,,,,,,,,,,,
CRUDO,Alimentos,Aguas preparadas,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,100 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.9 Aguas preparadas.",,,,,,,,,,,,,,,
CRUDO,Alimentos,Aguas preparadas,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-093-SSA1-1994,g,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.9 Aguas preparadas.",,,,,,,,,,,,,,,
CRUDO,Alimentos,Aguas preparadas,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-093-SSA1-1994,mL,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.9 Aguas preparadas.",,,,,,,,,,,,,,,
CRUDO,Alimentos,Aguas preparadas,Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,150 000 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.9 Aguas preparadas.",,,,,,,,,,,,,,,
CRUDO,Alimentos,Aguas preparadas,Vibrio cholerae,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,Vibrio cholerae en 50 g: AUSENCIA,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.9 Aguas preparadas.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Coliformes fecales,NO NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,N/A,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Coliformes totales,NO NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,N/A,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Mohos,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,20 UCF/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Levaduras,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,50 UCF/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-093-SSA1-1994,g,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-093-SSA1-1994,mL,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,3 000 UCF/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Alimentos,"Mayonesas, salsas tipo mayonesa y aderezo",Vibrio cholerae,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,Vibrio cholerae en 50 g: AUSENCIA,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.2 Mayonesas, salsas tipo mayonesa, aderezo.",,,,,,,,,,,,,,,
CRUDO,Ensaladas,"Verdes, crudas o de frutas",Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,100 000 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [E. verdes-crudas] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos.  Especificaciones microbiológicas en alimentos. 1.2.3.2 verdes. Crudas o de frutas.",,,,,,,,,,,,,,,
CRUDO,Ensaladas,"Verdes, crudas o de frutas",Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-093-SSA1-1994,g,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [E. verdes-crudas] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos.  Especificaciones microbiológicas en alimentos. 1.2.3.2 verdes. Crudas o de frutas.",,,,,,,,,,,,,,,
CRUDO,Ensaladas,"Verdes, crudas o de frutas",Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-093-SSA1-1994,mL,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [E. verdes-crudas] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos.  Especificaciones microbiológicas en alimentos. 1.2.3.2 verdes. Crudas o de frutas.",,,,,,,,,,,,,,,
CRUDO,Ensaladas,"Verdes, crudas o de frutas",Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,150 000 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [E. verdes-crudas] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos.  Especificaciones microbiológicas en alimentos. 1.2.3.2 verdes. Crudas o de frutas.",,,,,,,,,,,,,,,
CRUDO,Ensaladas,"Verdes, crudas o de frutas",Vibrio cholerae,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,Vibrio cholerae en 50 g: AUSENCIA,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [E. verdes-crudas] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos.  Especificaciones microbiológicas en alimentos. 1.2.3.2 verdes. Crudas o de frutas.",,,,,,,,,,,,,,,
CRUDO,Productos cárnicos procesados,"Crudos m no listos para el consumo como arracheras marinadas, hamburguesas crudas, chorizos y longanizas",Escherichia coli,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice J Normativo. Método para la enumeración de E. coli -glucuronidasa,500 UFC/g,NOM-213-SSA1-2018,,g,Productos y servicios. Productos cárnicos procesados y los establecimientos dedicados a su proceso. Disposiciones y especificaciones sanitarias. Métodos de prueba,NOM-213-SSA1-2018. Productos y servicios. Productos cárnicos procesados. Especificaciones sanitarias. Métodos de prueba. 6.1. Especificaciones Microbiológicas. Productos cárnicos,,,,,,,,,,,,,,,
CRUDO,Productos cárnicos procesados,"Crudos M no listos para el consumo como arracheras marinadas, hamburguesas crudas, chorizos y longanizas",Escherichia coli,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice J Normativo. Método para la enumeración de E. coli -glucuronidasa,5000 UFC/g,NOM-213-SSA1-2018,,g,Productos y servicios. Productos cárnicos procesados y los establecimientos dedicados a su proceso. Disposiciones y especificaciones sanitarias. Métodos de prueba,NOM-213-SSA1-2018. Productos y servicios. Productos cárnicos procesados. Especificaciones sanitarias. Métodos de prueba. 6.1. Especificaciones Microbiológicas. Productos cárnicos,,,,,,,,,,,,,,,
CRUDO,Productos cárnicos procesados,"Crudos M no listos para el consumo como arracheras marinadas, hamburguesas crudas, chorizos y longanizas",Escherichia coli H7,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice J Normativo. Método para la enumeración de E. coli -glucuronidasa,N/A,NOM-213-SSA1-2018,,g,Productos y servicios. Productos cárnicos procesados y los establecimientos dedicados a su proceso. Disposiciones y especificaciones sanitarias. Métodos de prueba,NOM-213-SSA1-2018. Productos y servicios. Productos cárnicos procesados. Especificaciones sanitarias. Métodos de prueba. 6.1. Especificaciones Microbiológicas. Productos cárnicos,,,,,,,,,,,,,,,
CRUDO,Productos cárnicos procesados,"Crudos M no listos para el consumo como arracheras marinadas, hamburguesas crudas, chorizos y longanizas",Escherichia coli O157,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice J Normativo. Método para la enumeración de E. coli -glucuronidasa,N/A,NOM-213-SSA1-2018,,g,Productos y servicios. Productos cárnicos procesados y los establecimientos dedicados a su proceso. Disposiciones y especificaciones sanitarias. Métodos de prueba,NOM-213-SSA1-2018. Productos y servicios. Productos cárnicos procesados. Especificaciones sanitarias. Métodos de prueba. 6.1. Especificaciones Microbiológicas. Productos cárnicos,,,,,,,,,,,,,,,
CRUDO,Productos cárnicos procesados,"Crudos m no listos para el consumo como arracheras marinadas, hamburguesas crudas, chorizos y longanizas",Escherichia coli H7,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice J Normativo. Método para la enumeración de E. coli -glucuronidasa,Escherichia coli H7 en 25 g:  AUSENCIA,NOM-213-SSA1-2018,,g,Productos y servicios. Productos cárnicos procesados y los establecimientos dedicados a su proceso. Disposiciones y especificaciones sanitarias. Métodos de prueba,NOM-213-SSA1-2018. Productos y servicios. Productos cárnicos procesados. Especificaciones sanitarias. Métodos de prueba. 6.1. Especificaciones Microbiológicas. Productos cárnicos,,,,,,,,,,,,,,,
